k,c,z
2.28566,0.907314,0.724137
2.25648,0.948335,0.896811
2.19318,0.91824,0.846282
2.04989,0.84789,0.728553
1.99782,0.858782,0.81714
1.85801,0.783344,0.682137
1.67407,0.703268,0.579827
1.52481,0.667611,0.588446
1.43741,0.658297,0.641281
1.38518,0.649455,0.665623
1.397,0.674135,0.749286
1.60454,0.796562,1.02668
1.76438,0.837157,0.998884
1.87938,0.863544,0.971424
1.88218,0.834537,0.847039
1.93182,0.863997,0.911127
1.8853,0.821517,0.793097
1.89679,0.84254,0.86248
1.89201,0.836035,0.84195
1.8696,0.823699,0.817483
1.88434,0.839155,0.862768
1.76702,0.758206,0.68121
1.75005,0.786866,0.800905
1.7278,0.776205,0.784613
1.89065,0.879419,1.02919
1.90692,0.846495,0.867636
1.99712,0.895652,0.96868
2.01217,0.880744,0.889494
1.95856,0.844087,0.803083
2.04877,0.912428,0.979794
2.21563,0.984073,1.09168
2.28959,0.984693,1.00828
2.36613,1.00926,1.02526
2.57537,1.10525,1.19715
2.78709,1.16921,1.23357
2.90919,1.18439,1.16539
2.82498,1.10901,0.954861
2.9868,1.217,1.21692
2.99324,1.18138,1.06995
3.10186,1.23796,1.18489
3.52654,1.43079,1.5454
3.93255,1.53308,1.5692
4.32886,1.63521,1.60634
4.67331,1.71014,1.59901
4.74516,1.66254,1.37763
4.7173,1.63546,1.30841
4.71018,1.63986,1.32752
4.68784,1.63027,1.31113
4.4816,1.53239,1.1349
4.06527,1.37111,0.909131
3.7315,1.30365,0.911986
3.39779,1.2104,0.848283
3.4099,1.30255,1.14651
3.52161,1.35777,1.25396
3.48199,1.30966,1.11102
3.33571,1.24222,0.99442
3.11738,1.1605,0.890919
2.98085,1.14189,0.93682
2.84285,1.10038,0.908692
2.6538,1.02897,0.82223
2.65328,1.07842,1.00229
2.64887,1.07612,0.99772
2.6592,1.08295,1.014
2.7553,1.13289,1.1148
2.86806,1.17037,1.15005
3.0988,1.26536,1.30028
3.17773,1.25192,1.16747
3.28066,1.28774,1.20787
3.27803,1.26143,1.11054
3.03439,1.12928,0.851865
2.77051,1.04405,0.778299
2.7132,1.08226,0.958759
2.5803,1.02158,0.85996
2.40106,0.952343,0.775801
2.23346,0.90217,0.749207
2.07382,0.852089,0.719206
1.95562,0.82563,0.735509
1.91256,0.833094,0.807309
1.78333,0.760778,0.673696
1.72687,0.767598,0.75029
1.9695,0.923708,1.1324
2.10882,0.943657,1.04332
2.44829,1.09592,1.31168
2.5794,1.08763,1.1193
2.94974,1.25334,1.41571
3.05295,1.22077,1.16851
3.25426,1.30325,1.29556
3.50307,1.38361,1.37471
3.656,1.40288,1.30687
3.66078,1.36956,1.1778
4.01089,1.54685,1.53884
4.09044,1.4995,1.29753
4.21749,1.54787,1.36773
3.98408,1.39665,1.02869
3.66757,1.29073,0.91427
3.28659,1.1652,0.787392
3.21891,1.2285,1.04173
3.00347,1.1277,0.870774
2.81083,1.07616,0.851814
2.74583,1.09014,0.957876
2.76056,1.11464,1.03693
2.99874,1.23817,1.29265
3.27327,1.32463,1.36646
3.25673,1.25112,1.09152
3.13144,1.1889,0.975469
2.99602,1.14666,0.940992
2.79868,1.0711,0.845198
2.44772,0.91252,0.620243
2.21822,0.880859,0.685468
2.03335,0.831666,0.683865
1.79863,0.728252,0.556757
1.57259,0.652197,0.501998
1.51215,0.696924,0.70489
1.5797,0.752624,0.858935
1.59738,0.742775,0.79759
1.57553,0.723662,0.74616
1.55719,0.719247,0.748226
1.47914,0.670347,0.649523
1.50012,0.713176,0.787847
1.63316,0.78729,0.944154
1.77907,0.83851,0.986117
1.81322,0.820281,0.866504
1.93142,0.881445,0.986294
2.17543,0.989543,1.16693
2.23803,0.965688,0.987018
2.51693,1.10339,1.25913
2.59136,1.07792,1.0647
2.78172,1.163,1.21175
2.90213,1.18199,1.16273
2.91409,1.15958,1.06159
2.99051,1.19784,1.13605
2.88523,1.1216,0.946924
2.69606,1.04194,0.831179
2.49338,0.975138,0.774046
2.2127,0.858367,0.627569
2.09749,0.87483,0.775233
1.98789,0.838265,0.751166
1.83611,0.772865,0.66479
1.70887,0.738886,0.662966
1.65494,0.743903,0.735768
1.74407,0.813107,0.9184
1.82106,0.834588,0.91706
1.93504,0.881478,0.981839
2.01732,0.900037,0.963423
1.99566,0.865261,0.845993
2.23536,1.00727,1.17297
2.24836,0.956379,0.937579
2.18927,0.918041,0.849576
2.0654,0.859081,0.753247
1.90299,0.792653,0.671197
1.85504,0.813367,0.790866
1.92517,0.867395,0.933308
2.08661,0.941922,1.06254
2.28448,1.01298,1.1366
2.41142,1.03556,1.08544
2.38331,0.988096,0.922392
2.4549,1.03557,1.03684
2.65883,1.12929,1.20539
2.83165,1.17344,1.20227
3.1746,1.31239,1.41954
3.2917,1.29237,1.21852
3.21155,1.22326,1.02916
3.24607,1.26174,1.1402
3.36778,1.317,1.23917
4.20814,1.70829,2.0194
5.09779,1.92314,2.09603
5.36582,1.83745,1.55567
5.76009,1.98328,1.77261
6.11753,2.04529,1.75947
5.77226,1.78635,1.18303
5.68888,1.85121,1.41604
5.40379,1.73045,1.21295
5.07595,1.64595,1.14358
4.78922,1.58873,1.12978
4.6501,1.59302,1.22008
4.26872,1.4332,0.969207
3.85984,1.31834,0.878106
3.53328,1.25065,0.879982
3.43663,1.28329,1.05545
3.37251,1.27344,1.0732
3.29457,1.24785,1.04725
3.28469,1.26192,1.10643
3.38885,1.31889,1.22668
3.12957,1.15319,0.85602
2.87075,1.0761,0.804387
2.71821,1.05895,0.869741
2.44461,0.937616,0.693963
2.36371,0.968696,0.866665
2.24941,0.922206,0.806454
2.20055,0.924921,0.863743
2.16269,0.915484,0.866429
2.10755,0.892856,0.836069
2.02686,0.859238,0.790598
2.03341,0.885927,0.886782
2.00728,0.868047,0.844361
1.98428,0.861553,0.843141
2.04651,0.904511,0.948643
2.19291,0.972002,1.06597
2.34691,1.02206,1.10168
2.43643,1.03425,1.05165
2.65773,1.13296,1.22269
2.73341,1.12116,1.09082
2.84305,1.16225,1.14288
2.9432,1.18949,1.15042
2.9806,1.18538,1.09723
3.04077,1.20857,1.12914
3.04259,1.19487,1.07489
3.02596,1.18553,1.0551
2.93236,1.13861,0.966952
2.95718,1.17557,1.08169
2.95559,1.16858,1.05655
3.07456,1.23251,1.19024
3.11996,1.22778,1.12813
2.99381,1.1484,0.948602
2.93932,1.15061,1.00439
2.97894,1.18558,1.09942
3.02619,1.2012,1.11455
3.05616,1.20572,1.10347
2.96767,1.15035,0.978148
2.77541,1.06538,0.845051
2.61595,1.02559,0.842103
2.66978,1.09683,1.05834
2.71923,1.11075,1.063
2.66712,1.06957,0.955103
2.7426,1.1241,1.09248
2.80337,1.1387,1.08885
2.77527,1.10836,0.998631
2.88832,1.17653,1.15387
3.11444,1.26882,1.29817
3.27208,1.2974,1.25571
3.48517,1.37073,1.33969
3.49845,1.32653,1.15849
3.55031,1.35138,1.20467
3.67385,1.40239,1.28709
3.71362,1.39263,1.21728
3.64597,1.34833,1.11475
3.6941,1.39029,1.22467
3.62117,1.34016,1.10591
3.42971,1.25722,0.972825
3.26626,1.21803,0.967176
2.98833,1.10603,0.812704
2.73784,1.03798,0.783232
2.67468,1.0691,0.945788
2.54571,1.01191,0.856461
2.44612,0.988926,0.864267
2.51982,1.05605,1.05096
2.83965,1.20973,1.34954
3.13258,1.28787,1.36356
3.14694,1.22721,1.10153
2.99511,1.14212,0.925776
2.88885,1.12242,0.94693
2.84884,1.12739,1.00114
2.88611,1.15763,1.08098
2.84714,1.12714,1.00175
3.08451,1.26301,1.3049
3.36084,1.34981,1.38035
3.33451,1.27068,1.09528
3.1994,1.20606,0.979335
2.99785,1.12976,0.882018
2.84726,1.0984,0.897815
2.85757,1.1425,1.05018
2.76592,1.08931,0.936744
2.61919,1.02989,0.854916
2.59185,1.05295,0.964507
2.40613,0.951707,0.77027
2.26285,0.9189,0.78094
2.18346,0.911213,0.828642
2.29872,0.997707,1.05326
2.33139,0.987426,0.973708
2.30007,0.960957,0.901884
2.34494,0.994771,0.988955
2.47367,1.05523,1.09809
2.65858,1.12474,1.18627
2.97644,1.24925,1.36711
3.18791,1.28516,1.29284
3.35279,1.32202,1.27477
3.29638,1.25317,1.0643
3.28528,1.26178,1.10537
3.09318,1.16039,0.908852
2.96807,1.14107,0.944811
2.85095,1.10827,0.929591
2.58579,0.985544,0.73569
2.60306,1.06753,1.01036
2.75306,1.14503,1.16727
2.83813,1.15478,1.11811
2.73876,1.07912,0.924043
2.70616,1.08639,0.981325
2.75167,1.11955,1.06501
2.72008,1.09086,0.98495
2.67794,1.0754,0.966786
2.49633,0.981681,0.794816
2.32308,0.929448,0.764257
2.34984,0.991883,0.972193
2.37484,0.999074,0.974345
2.28142,0.93812,0.834491
2.247,0.943526,0.888256
2.10512,0.866523,0.74331
1.88055,0.761238,0.592432
1.76891,0.767008,0.702216
1.74984,0.785899,0.797498
1.77361,0.804947,0.848499
1.91987,0.884717,1.01528
1.91496,0.843256,0.845942
2.05764,0.928167,1.03757
2.43118,1.09817,1.34502
2.56705,1.08487,1.12208
2.43732,0.97785,0.832593
2.30004,0.932164,0.794846
2.29527,0.966692,0.928978
2.38664,1.01928,1.04433
2.3891,0.997789,0.95433
2.23232,0.903848,0.758381
2.04444,0.832897,0.681026
1.88204,0.787217,0.668895
1.93322,0.865744,0.917278
2.13169,0.965084,1.11064
2.42779,1.07985,1.26323
2.67126,1.1415,1.24721
2.89542,1.20394,1.26248
3.15473,1.28743,1.3352
3.18052,1.23979,1.11816
3.23396,1.26273,1.15513
3.35048,1.31083,1.23156
3.22448,1.21539,0.990485
3.0623,1.15919,0.929729
3.09491,1.21769,1.11275
3.01648,1.16726,0.996387
2.81803,1.07665,0.848256
2.77261,1.10318,0.981531
2.50838,0.960868,0.718259
2.39693,0.970845,0.842882
2.31254,0.95089,0.851056
2.2298,0.92483,0.834614
2.18586,0.921409,0.865384
2.12832,0.898946,0.838181
2.01469,0.845331,0.751982
1.87275,0.789087,0.686258
1.75935,0.760655,0.691836
1.68722,0.748735,0.720818
1.55421,0.677274,0.602591
1.42162,0.633404,0.572478
1.28713,0.579803,0.521775
1.24418,0.606701,0.652468
1.25817,0.625619,0.715679
1.32727,0.66592,0.800313
1.3818,0.67934,0.79052
1.48913,0.731851,0.882275
1.7376,0.849994,1.09582
2.4354,1.16717,1.69525
2.61214,1.1043,1.17037
2.81213,1.17406,1.22598
3.16549,1.31192,1.42826
3.33745,1.31794,1.27628
3.09305,1.14653,0.860892
2.9257,1.11746,0.897967
2.77747,1.07797,0.886063
2.54271,0.981112,0.75445
2.60984,1.08179,1.06073
2.74085,1.13686,1.1465
2.63451,1.04555,0.896589
2.72924,1.12469,1.1089
2.78009,1.12932,1.07515
2.69693,1.07062,0.931215
2.58728,1.03003,0.883774
2.32913,0.90424,0.680008
2.12873,0.858963,0.691776
1.87911,0.752266,0.565165
1.73092,0.743089,0.652027
1.67938,0.753272,0.745424
1.82522,0.854073,0.998592
1.89814,0.858812,0.928514
2.02968,0.916417,1.01951
2.27717,1.02223,1.18767
2.44929,1.05787,1.13853
2.57852,1.08734,1.11702
2.79984,1.17546,1.24523
2.97083,1.21386,1.22238
3.10331,1.24355,1.20671
3.23216,1.27985,1.22385
3.55635,1.41629,1.4537
3.76438,1.44422,1.3695
3.73752,1.38221,1.1605
3.80697,1.426,1.26033
4.04807,1.53076,1.44443
4.07229,1.48308,1.25255
4.18485,1.53632,1.35203
4.18945,1.51019,1.25783
4.08367,1.45613,1.15331
4.19695,1.54039,1.35669
4.1775,1.50112,1.23571
3.91617,1.37229,0.999837
3.54372,1.24111,0.846086
3.13205,1.11086,0.729042
2.89704,1.09098,0.830054
2.67789,1.02825,0.799202
2.50996,0.990415,0.811351
2.39702,0.969998,0.840786
2.281,0.932036,0.812042
2.22643,0.931641,0.863315
2.11386,0.878457,0.776799
2.38671,1.06167,1.23296
2.39388,1.00067,0.960781
2.40408,1.00444,0.965092
2.53571,1.07493,1.11192
2.63252,1.09601,1.09409
2.66642,1.09097,1.03828
2.88483,1.20013,1.25576
2.95948,1.18783,1.12814
2.85083,1.11045,0.937212
2.83469,1.12915,1.02103
2.79451,1.1111,0.990843
2.87012,1.16219,1.1148
2.73891,1.0708,0.894125
2.52131,0.979342,0.765919
2.4805,1.01533,0.929718
2.54966,1.0641,1.05177
2.57067,1.05863,1.00789
2.39756,0.952631,0.780711
2.28768,0.936251,0.820335
2.23943,0.937463,0.872522
2.23902,0.949843,0.921442
2.37818,1.02822,1.0919
2.43429,1.02538,1.01738
2.43185,1.00986,0.957821
2.37395,0.977252,0.890394
2.30412,0.952027,0.863743
2.24524,0.93629,0.862448
2.30183,0.984231,0.992876
2.3009,0.969189,0.933142
2.22173,0.922948,0.835961
2.13969,0.895926,0.815313
2.12882,0.912017,0.888103
2.0951,0.894648,0.855796
2.01123,0.852973,0.78313
1.82676,0.756289,0.621534
1.64804,0.699337,0.58485
1.45242,0.611751,0.486676
1.41105,0.668053,0.704301
1.39257,0.661685,0.705896
1.42615,0.690139,0.781098
1.47255,0.708932,0.804321
1.51375,0.721405,0.807149
1.50037,0.699671,0.735832
1.58351,0.757829,0.876793
1.61531,0.752994,0.818475
1.91287,0.918188,1.18271
2.41274,1.11925,1.4776
2.75986,1.18908,1.36488
2.84826,1.15779,1.1219
2.73242,1.07289,0.907257
2.5534,1.00051,0.809988
2.36931,0.941062,0.764028
2.42525,1.02255,1.01606
2.6534,1.13325,1.2289
2.87983,1.19995,1.2624
3.07592,1.25019,1.26268
3.05595,1.19307,1.05591
3.08031,1.21146,1.10264
3.09973,1.21584,1.10123
3.08898,1.20532,1.07155
3.1395,1.23494,1.13691
3.15239,1.22942,1.10405
3.30673,1.30749,1.26006
3.4224,1.33034,1.24061
3.40116,1.29159,1.11403
3.32779,1.25838,1.05687
3.37546,1.30167,1.17349
3.1683,1.17832,0.909547
3.08593,1.18659,1.00567
3.0435,1.18427,1.0346
2.97064,1.15522,0.993254
2.9808,1.17892,1.07212
3.15443,1.26845,1.25463
2.97941,1.13144,0.900532
3.0937,1.23689,1.1888
3.04649,1.18378,1.02992
3.18833,1.27081,1.23009
3.11471,1.19694,1.01763
3.12043,1.21856,1.09242
3.26154,1.29153,1.24077
3.18383,1.21584,1.02612
2.95086,1.10725,0.844562
2.74636,1.05335,0.827411
2.73965,1.10296,1.01229
2.79704,1.13603,1.08455
2.94042,1.19901,1.19161
3.14162,1.27078,1.2782
3.3014,1.30639,1.26248
3.43229,1.33669,1.256
3.55258,1.3678,1.26484
3.48396,1.30301,1.0857
3.46223,1.30913,1.12575
3.37983,1.27084,1.05791
3.4997,1.35384,1.2586
3.48195,1.31498,1.1302
3.46584,1.31142,1.13094
3.42195,1.29227,1.09902
3.28449,1.22989,0.992875
3.22528,1.23274,1.05185
3.03333,1.14282,0.897521
3.02881,1.18932,1.06673
2.77776,1.04972,0.791759
2.79939,1.12782,1.05021
2.86764,1.15966,1.10728
2.9161,1.16915,1.09669
2.97569,1.1894,1.11754
2.96375,1.16839,1.0482
2.84466,1.10587,0.926547
2.86343,1.14634,1.05932
2.71435,1.05849,0.87247
2.57958,1.02098,0.858032
2.45969,0.987665,0.847156
2.42586,1.00001,0.925472
2.43167,1.01193,0.966135
2.37576,0.978346,0.892759
2.45201,1.03582,1.04107
2.56192,1.07774,1.09469
2.48363,1.00626,0.892961
2.30527,0.921462,0.754153
2.24082,0.933867,0.856905
2.23317,0.946125,0.912852
2.39898,1.041,1.12307
2.4964,1.05463,1.07055
2.56643,1.06944,1.05569
2.61109,1.07684,1.03871
2.60164,1.06045,0.983839
2.62809,1.07751,1.02396
2.73563,1.12973,1.12259
2.8362,1.158,1.13288
3.15978,1.30412,1.39904
3.23391,1.26607,1.17016
3.43905,1.3565,1.32671
3.68432,1.43269,1.39622
4.06822,1.56739,1.57135
4.5754,1.72417,1.73422
5.0663,1.83756,1.76061
5.15529,1.76038,1.42944
5.08233,1.71133,1.32276
5.22345,1.80082,1.51749
4.89951,1.6011,1.09748
4.73262,1.60636,1.21215
4.58104,1.57216,1.19733
4.5319,1.58595,1.27128
4.32651,1.49367,1.11221
3.92453,1.33759,0.894559
3.85791,1.40665,1.15246
3.77855,1.38188,1.12799
3.80853,1.41701,1.22673
3.76121,1.38476,1.15093
3.75574,1.39394,1.18742
3.66101,1.34585,1.09467
3.5397,1.30594,1.0524
3.47579,1.30254,1.09122
3.26237,1.20387,0.922923
2.96477,1.09345,0.790457
2.59185,0.954211,0.637258
2.38701,0.942481,0.749205
2.27138,0.929648,0.811262
2.24399,0.944506,0.895082
2.16837,0.90678,0.827919
2.08236,0.876083,0.79806
2.05453,0.883486,0.854329
1.91238,0.801019,0.693439
1.73363,0.727543,0.605267
1.56043,0.669224,0.564533
1.46349,0.665523,0.639612
1.40762,0.656422,0.667676
1.38083,0.655771,0.69507
1.52315,0.75341,0.93581
1.66497,0.799666,0.958082
1.79572,0.840131,0.972206
2.08465,0.971158,1.20042
2.40339,1.07716,1.2836
2.71425,1.1694,1.32193
2.896,1.19392,1.22057
3.41467,1.41958,1.62213
3.94431,1.56176,1.68316
4.12043,1.52673,1.37671
3.8556,1.35431,0.980905
3.52245,1.24586,0.873407
3.20279,1.15799,0.820603
2.9536,1.10381,0.829958
2.68737,1.01771,0.75776
2.46138,0.958715,0.744554
2.20133,0.862464,0.646637
1.94632,0.777709,0.583878
1.86669,0.809618,0.762385
1.82872,0.80623,0.792427
1.8161,0.808983,0.817157
1.89693,0.86084,0.938793
2.03448,0.919431,1.02689
2.35547,1.0632,1.27804
2.80655,1.22761,1.47789
3.13796,1.29633,1.39995
3.17674,1.24134,1.12827
3.12195,1.20394,1.03698
2.89359,1.09131,0.836838
2.75629,1.07452,0.891799
2.60072,1.02182,0.842595
2.50626,1.00912,0.881891
2.47803,1.01764,0.941362
2.48089,1.02644,0.972751
2.52809,1.0521,1.02589
2.43104,0.984672,0.863333
2.44941,1.02065,0.982344
2.45463,1.01889,0.969958
2.32681,0.942996,0.809795
2.24826,0.932114,0.843371
2.25349,0.955963,0.930443
2.25288,0.954102,0.923781
2.26111,0.959022,0.934625
2.24772,0.949104,0.909497
2.32094,0.994333,1.01346
2.35437,0.994809,0.978933
2.58908,1.11529,1.22526
2.7465,1.14442,1.17326
2.7425,1.1045,1.01543
2.94358,1.21347,1.24805
3.30934,1.35579,1.4596
3.49845,1.3666,1.31464
4.04221,1.5977,1.71833
4.50469,1.69123,1.6762
4.86405,1.75895,1.62892
5.3076,1.88806,1.75569
5.83317,2.02528,1.86866
6.19296,2.0577,1.75608
6.36437,2.05002,1.64475
6.19661,1.92819,1.38707
6.39998,2.07768,1.71425
6.11656,1.87753,1.28332
5.77237,1.79815,1.23712
5.34581,1.68145,1.11598
5.06642,1.65719,1.18028
4.59851,1.49333,0.964926
4.19839,1.41048,0.946654
3.97259,1.39708,1.04152
3.51964,1.21176,0.7781
3.22162,1.16951,0.841222
3.18805,1.22824,1.06765
3.09428,1.18615,0.997001
2.83502,1.06489,0.79678
2.66625,1.03871,0.843783
2.49085,0.982081,0.79981
2.36514,0.956439,0.821238
2.3315,0.970533,0.906662
2.4531,1.04716,1.08728
2.55229,1.0722,1.08227
2.70243,1.12983,1.15891
2.67498,1.07824,0.980279
3.01708,1.26703,1.39726
3.46679,1.41723,1.55872
3.3759,1.26479,1.03834
3.19237,1.19152,0.93575
3.1597,1.22043,1.0641
3.13812,1.21694,1.0704
3.06265,1.18155,1.00777
2.98872,1.16028,0.99565
2.86558,1.11108,0.926941
2.89558,1.15863,1.07567
3.00327,1.20902,1.1678
2.90931,1.13166,0.961801
2.89131,1.14554,1.02966
2.81022,1.10538,0.955287
2.93276,1.19189,1.17038
2.85511,1.11969,0.96668
2.88055,1.15308,1.06876
2.84203,1.12573,1.00124
3.00725,1.2238,1.22349
3.03689,1.19976,1.0991
3.34755,1.35512,1.4132
3.24089,1.22417,1.00661
2.94232,1.08633,0.784991
2.62664,0.984081,0.698289
2.29947,0.873694,0.605673
2.13931,0.875944,0.738459
1.9327,0.78773,0.629913
1.76193,0.743731,0.628867
1.64494,0.720971,0.660126
1.50038,0.654595,0.574671
1.37521,0.620783,0.571575
1.25801,0.577365,0.538952
1.15721,0.547686,0.533155
1.06655,0.514493,0.511124
1.00872,0.511405,0.553753
0.942806,0.452662,0.449245
0.873242,0.456162,0.496404
0.871881,0.483467,0.600169
0.933365,0.524266,0.694702
0.990773,0.540176,0.691651
1.08922,0.59059,0.779524
1.24851,0.663218,0.892543
1.41324,0.720754,0.932266
1.63422,0.809288,1.04415
1.77485,0.83577,0.979187
1.79768,0.811928,0.850119
2.07223,0.963862,1.18335
2.2577,1.00162,1.11955
2.54888,1.11577,1.27685
2.58211,1.06507,1.02226
2.43331,0.971036,0.812746
2.14209,0.827986,0.594768
1.93317,0.792032,0.635451
1.81823,0.781748,0.708387
1.80732,0.807416,0.819881
1.88098,0.853752,0.927474
1.83171,0.802466,0.776585
1.8053,0.801543,0.799458
1.78933,0.798946,0.806819
1.79897,0.809422,0.838001
1.76796,0.786896,0.783305
1.91794,0.885115,1.02012
2.23603,1.0254,1.25635
2.39023,1.03534,1.11037
2.33996,0.968653,0.89118
2.36437,0.995695,0.971886
2.39573,1.00721,0.984869
2.38832,0.994997,0.944172
2.47376,1.04479,1.05427
2.46767,1.02007,0.961241
2.36984,0.965128,0.84943
2.40737,1.01242,0.993661
2.3266,0.95605,0.857215
2.20585,0.906271,0.789922
2.27504,0.979021,1.00133
2.25838,0.95159,0.908221
2.30462,0.982476,0.982537
2.36482,1.0048,1.00829
2.28095,0.94062,0.844116
2.33616,0.994648,0.998127
2.70348,1.17961,1.37796
2.90033,1.19822,1.23557
3.09059,1.25326,1.25959
3.43233,1.38519,1.45299
3.65518,1.4178,1.36793
3.81894,1.44991,1.34036
4.0499,1.52795,1.43337
4.11151,1.50259,1.2908
4.02781,1.44667,1.16147
4.04211,1.47555,1.24922
3.81713,1.35504,1.01144
3.64178,1.32053,1.02508
3.59015,1.33743,1.12139
3.6792,1.39603,1.25835
3.62969,1.34811,1.12678
3.86698,1.48222,1.41822
3.69519,1.33435,1.02808
3.50703,1.27984,0.990184
3.25834,1.19337,0.892295
3.04036,1.13797,0.875633
2.82908,1.0766,0.838607
2.49902,0.937302,0.65365
2.24131,0.878895,0.66168
2.00032,0.801787,0.614697
1.88032,0.801743,0.719369
1.77532,0.768148,0.704076
1.61816,0.69227,0.593781
1.72299,0.811107,0.937782
1.66696,0.743104,0.725147
1.70027,0.783667,0.845265
1.70477,0.775829,0.808819
1.68211,0.760322,0.772438
1.76598,0.818765,0.915891
1.84795,0.844777,0.928403
2.0178,0.921967,1.05896
1.94721,0.835049,0.781122
1.98016,0.875659,0.904262
2.04863,0.906671,0.955175
2.32118,1.04165,1.22142
2.63963,1.14901,1.3187
2.74328,1.13045,1.11956
3.09737,1.29291,1.42016
3.83101,1.57966,1.87525
4.19048,1.58055,1.53551
4.64362,1.73001,1.69576
4.40551,1.49855,1.06849
4.06056,1.38913,0.963472
3.66715,1.26979,0.853402
3.46404,1.26381,0.968761
3.25632,1.20364,0.926963
3.06869,1.15438,0.908205
2.91347,1.11699,0.906802
3.04395,1.22627,1.19607
3.14994,1.25089,1.18949
3.13084,1.21523,1.07057
3.14849,1.22956,1.1081
3.12312,1.21161,1.06411
3.17278,1.24434,1.14172
3.15942,1.22501,1.0812
3.07981,1.1855,1.00709
2.84785,1.07646,0.824076
2.56318,0.972984,0.712164
2.62526,1.08516,1.05847
2.93455,1.23542,1.35289
3.21281,1.3076,1.36062
3.29232,1.28429,1.18518
3.2077,1.22112,1.0249
3.13495,1.20329,1.02349
3.24796,1.28111,1.21272
3.2859,1.27349,1.14861
3.28698,1.26509,1.11609
3.04082,1.1305,0.850908
3.14296,1.24813,1.18513
3.09527,1.19786,1.03823
3.04662,1.18362,1.02942
2.8785,1.10308,0.888235
2.85584,1.1338,1.01865
2.93271,1.18098,1.12672
3.06417,1.23231,1.20013
2.96959,1.14931,0.972321
2.93911,1.15657,1.0267
2.82294,1.10011,0.925018
2.68111,1.05029,0.872433
2.72357,1.1103,1.05693
2.89577,1.19264,1.21233
3.44017,1.43246,1.6505
3.97895,1.57231,1.69423
4.32798,1.62051,1.55573
4.63007,1.69062,1.56047
4.54153,1.57332,1.22118
4.51133,1.58534,1.2827
4.43548,1.55417,1.23213
4.36874,1.53992,1.231
4.25239,1.49759,1.17262
4.40651,1.60441,1.42109
4.2437,1.48168,1.12531
3.86025,1.32528,0.896606
3.45284,1.20568,0.799738
3.22376,1.18858,0.900831
2.93185,1.08517,0.788326
2.74964,1.06059,0.848469
2.63662,1.04444,0.890616
2.66055,1.08672,1.02747
2.56908,1.02922,0.897589
2.4872,1.00643,0.890182
2.61245,1.09673,1.11888
2.75201,1.14216,1.15675
3.14856,1.317,1.46875
3.43683,1.37184,1.39863
3.5715,1.37504,1.27722
3.87198,1.49713,1.47345
3.9307,1.45347,1.25986
3.88604,1.41888,1.1725
3.96614,1.4713,1.29362
4.22506,1.58128,1.48326
4.47166,1.63901,1.49688
4.44471,1.56562,1.26173
4.61142,1.65872,1.45781
4.77828,1.69728,1.47111
5.26265,1.89169,1.79738
5.33308,1.79576,1.43259
5.20006,1.72343,1.29367
4.90352,1.61259,1.13498
4.59491,1.53527,1.08181
4.28341,1.45597,1.02794
4.20666,1.49652,1.20096
3.9525,1.384,1.0129
3.69545,1.31413,0.967389
3.50345,1.27784,0.986283
3.37532,1.25816,1.01782
3.17413,1.1816,0.916898
2.88385,1.07102,0.779534
2.72152,1.0574,0.861169
2.62333,1.04426,0.902136
2.48317,0.989338,0.832256
2.26871,0.898781,0.709261
2.05947,0.832001,0.663563
2.05552,0.891057,0.882973
2.15825,0.950378,1.01351
2.47335,1.09819,1.28995
2.67329,1.13205,1.20371
2.91758,1.21527,1.28583
3.17059,1.29039,1.33118
3.51821,1.40989,1.46886
3.56032,1.34918,1.18978
3.46673,1.29231,1.06243
3.30755,1.23093,0.978395
3.05771,1.13444,0.851515
2.90128,1.11306,0.903032
2.76009,1.07456,0.889111
2.61117,1.02688,0.851129
2.52822,1.01897,0.897624
2.44807,0.994666,0.883777
2.27228,0.911507,0.748939
2.08719,0.848537,0.695453
1.94841,0.817274,0.711972
1.79011,0.755291,0.646053
1.63914,0.705796,0.614777
1.67974,0.78003,0.854345
1.69623,0.77634,0.820522
1.69506,0.771078,0.800538
1.65103,0.742976,0.739234
1.58577,0.71417,0.69865
1.669,0.786888,0.897133
1.63734,0.740995,0.747404
1.56033,0.700688,0.67599
1.41084,0.610872,0.523518
1.40336,0.674341,0.740214
1.31637,0.601999,0.577023
1.2256,0.57691,0.567425
1.29282,0.656366,0.802146
1.32547,0.652278,0.746895
1.39585,0.689778,0.816964
1.52641,0.750577,0.917559
1.55935,0.733782,0.805165
1.552,0.719894,0.757382
1.59588,0.750941,0.832177
1.6146,0.749264,0.80391
1.56854,0.713111,0.714007
1.53883,0.709871,0.731362
1.53734,0.717825,0.764527
1.50839,0.6982,0.720771
1.54612,0.732648,0.814792
1.61597,0.764495,0.865457
1.82071,0.866723,1.0616
2.1113,0.979961,1.20671
2.24067,0.982929,1.05771
2.30465,0.986918,1.00072
2.47807,1.06718,1.1444
2.56751,1.07444,1.07529
2.76237,1.15825,1.21309
2.98747,1.23136,1.27761
3.11304,1.24445,1.20115
3.27884,1.30186,1.26565
3.56567,1.41004,1.4194
3.7865,1.45373,1.3854
3.57797,1.29321,0.978365
3.19984,1.14052,0.772054
3.02474,1.14477,0.909549
2.7976,1.06258,0.817688
2.56818,0.991118,0.765382
2.3439,0.921234,0.718562
2.12168,0.848703,0.665868
1.98377,0.830042,0.722919
1.98321,0.868115,0.86983
