k,c,z
2.93573,1.13207,0.940435
2.88481,1.13535,0.997592
2.99577,1.20766,1.16977
3.18632,1.28128,1.27506
3.31352,1.30223,1.23411
3.30509,1.26761,1.1095
3.65089,1.44813,1.48792
3.72228,1.40019,1.23952
3.85808,1.4552,1.32477
3.93187,1.45939,1.27914
4.10633,1.53026,1.39345
4.50167,1.68344,1.63511
4.52512,1.59512,1.3043
4.53747,1.6017,1.31808
4.36807,1.51304,1.14531
3.86084,1.29132,0.803022
3.40293,1.17713,0.748146
3.11974,1.14387,0.833015
2.79195,1.03207,0.725607
2.5722,0.995804,0.775488
2.51635,1.02252,0.921941
2.42208,0.982665,0.864261
2.30733,0.940731,0.819031
2.18341,0.898285,0.781859
2.04022,0.845439,0.727584
2.01683,0.872896,0.85232
1.9974,0.866819,0.849856
1.90652,0.815676,0.749718
1.88677,0.830954,0.826758
1.8029,0.782622,0.731525
1.74529,0.772492,0.750692
1.76598,0.801947,0.844725
1.82678,0.83242,0.901112
1.88661,0.851695,0.912055
1.97409,0.887429,0.960647
2.06157,0.915626,0.977961
2.08653,0.907512,0.915986
2.14187,0.933219,0.959871
1.96563,0.806779,0.667999
1.83708,0.783116,0.696018
1.75459,0.768666,0.725966
1.70351,0.760246,0.747973
1.66957,0.75343,0.758439
1.78318,0.832186,0.953575
1.87416,0.855683,0.943692
2.01096,0.911687,1.02155
2.24698,1.01016,1.17047
2.14688,0.893163,0.798097
2.11179,0.900096,0.859112
2.09771,0.900946,0.87753
2.17953,0.95194,0.995523
2.28138,0.988991,1.0355
2.40687,1.03384,1.08291
2.70276,1.16343,1.30506
3.34331,1.42441,1.73412
3.39077,1.29869,1.15744
3.27569,1.23298,1.01038
3.28702,1.2678,1.12604
3.1827,1.20906,1.00339
3.1715,1.22917,1.08581
3.3043,1.30177,1.2398
3.47134,1.35627,1.29545
4.05198,1.60878,1.7545
4.28103,1.57862,1.43856
4.00538,1.39073,0.994678
3.56846,1.23012,0.80039
3.47134,1.29268,1.06
3.13859,1.13538,0.79692
2.76822,1.01188,0.682216
2.4577,0.932731,0.662906
2.31433,0.936383,0.793832
2.33107,0.983441,0.958091
2.40635,1.02146,1.03153
2.74064,1.18344,1.34964
2.96288,1.2226,1.2701
3.26746,1.32995,1.3947
3.38636,1.31978,1.2352
3.51804,1.36103,1.27027
3.77215,1.45936,1.41779
3.99399,1.50982,1.41483
3.89607,1.40692,1.1234
3.94249,1.45706,1.26179
4.04466,1.49685,1.32235
3.85447,1.37353,1.04381
3.59977,1.28834,0.951717
3.53791,1.32039,1.10362
3.23066,1.16951,0.836868
2.95898,1.09918,0.811368
2.89949,1.13747,0.991814
2.84952,1.12509,0.991948
3.02685,1.23235,1.23822
2.98582,1.16746,1.0243
2.78193,1.06417,0.835721
2.73483,1.09138,0.97277
2.75759,1.11574,1.04412
2.66665,1.05935,0.917803
2.49894,0.986549,0.808896
2.37115,0.957721,0.820417
2.33286,0.969747,0.902234
2.32805,0.97681,0.934877
2.45711,1.0502,1.09553
2.56057,1.07574,1.08802
2.74209,1.14907,1.19657
2.82518,1.1504,1.11389
2.83671,1.13658,1.04755
2.70929,1.06273,0.891789
2.5838,1.02476,0.867823
2.42732,0.967222,0.804104
2.27309,0.91876,0.771778
2.11832,0.868124,0.734844
2.02376,0.85517,0.77715
1.98625,0.858617,0.829113
2.01468,0.885477,0.905782
1.96271,0.845869,0.805674
2.01303,0.890749,0.929497
2.00317,0.871071,0.860689
2.02247,0.885472,0.897131
1.94105,0.829906,0.768083
1.87344,0.812492,0.769733
1.90499,0.85079,0.886999
1.904,0.840956,0.848525
1.9051,0.842091,0.851691
2.04856,0.925454,1.03666
2.16338,0.954955,1.02694
2.33437,1.02221,1.11707
2.47681,1.05941,1.1127
2.69821,1.14508,1.22925
2.82628,1.1613,1.15758
2.82117,1.1278,1.02878
2.86371,1.15227,1.08205
2.89711,1.15991,1.07916
2.7079,1.0456,0.833624
2.75167,1.11902,1.06315
2.77463,1.12088,1.04737
2.83945,1.15046,1.09911
2.85547,1.14328,1.05523
2.82484,1.12258,1.00551
2.65313,1.03349,0.838438
2.5099,0.997066,0.835153
2.39225,0.967096,0.83495
2.32125,0.957323,0.866546
2.28008,0.952157,0.888026
2.18948,0.909435,0.81714
2.17118,0.923639,0.88921
2.10307,0.887643,0.821075
2.03756,0.867269,0.809714
1.83139,0.747832,0.594652
1.71862,0.749298,0.6878
1.70831,0.774588,0.798422
1.76894,0.813442,0.889405
1.77593,0.800375,0.827807
1.95307,0.902988,1.05594
2.06816,0.924675,1.00906
2.18393,0.961695,1.03179
2.18135,0.930735,0.906778
2.05895,0.856969,0.752493
1.97333,0.840828,0.774397
1.92483,0.835217,0.80305
2.00507,0.895849,0.96035
2.15796,0.962518,1.06642
2.24644,0.974715,1.01507
2.18297,0.914734,0.843494
2.20049,0.942312,0.932459
2.19814,0.936203,0.910639
2.18793,0.930894,0.900408
2.44423,1.07592,1.22431
2.83457,1.22318,1.4197
2.98211,1.21046,1.19977
3.19295,1.28773,1.29507
3.33285,1.31053,1.24852
3.39552,1.31026,1.18834
3.42009,1.30831,1.15889
3.41448,1.2995,1.13137
3.4358,1.31213,1.15922
3.34596,1.25933,1.04508
3.11658,1.15732,0.881064
2.89245,1.09221,0.840129
2.84343,1.12347,0.99137
2.78571,1.104,0.97258
2.78727,1.11939,1.02921
2.70708,1.07446,0.936067
2.479,0.962557,0.745993
2.43832,1.00232,0.921598
2.16344,0.840305,0.616771
2.05192,0.861141,0.769098
1.86621,0.77071,0.63294
1.68056,0.70803,0.585299
1.53552,0.672969,0.596719
1.55909,0.735051,0.808594
1.64102,0.776305,0.885492
1.75353,0.821628,0.943437
1.92276,0.891194,1.04035
2.10962,0.955339,1.09405
2.29814,1.01503,1.12923
2.32,0.981161,0.960665
2.22461,0.91927,0.819777
2.31415,0.996263,1.0295
2.37172,1.00629,1.00692
2.36452,0.987595,0.939619
2.42733,1.02488,1.02279
2.45903,1.02694,0.997367
2.45513,1.01673,0.960948
2.38669,0.97844,0.882468
2.48031,1.04877,1.06382
2.61731,1.10104,1.13142
3.02074,1.28142,1.45846
3.33272,1.34797,1.40751
3.31209,1.2655,1.09596
3.37995,1.30773,1.1923
3.26723,1.23109,1.01051
3.26453,1.25795,1.10954
3.31273,1.28394,1.1634
3.37858,1.30666,1.18967
3.15522,1.17023,0.892711
2.99288,1.13871,0.915849
2.86757,1.11112,0.925208
2.63268,1.00934,0.774703
2.55334,1.02783,0.90633
2.57488,1.06006,1.00923
2.60301,1.07029,1.02094
2.6188,1.07203,1.01179
2.58324,1.04816,0.954778
2.75026,1.14817,1.18357
2.8193,1.14531,1.09937
3.01111,1.23101,1.24952
2.98475,1.17075,1.0376
2.88886,1.12509,0.956581
2.61973,0.995071,0.739862
2.40158,0.942053,0.738477
2.23817,0.905364,0.755187
2.29854,0.984233,0.996973
2.24662,0.938389,0.869389
2.3069,0.986738,0.997621
2.55625,1.10866,1.23495
2.63706,1.09335,1.07905
2.54119,1.01946,0.887622
2.47206,1.0051,0.899648
2.31674,0.931985,0.780017
2.26105,0.942536,0.869883
2.1332,0.880253,0.765222
2.21914,0.965597,1.00848
2.28743,0.982581,1.00181
2.25403,0.945752,0.890052
2.1874,0.915475,0.841594
2.06084,0.856805,0.749365
1.90512,0.79577,0.679533
2.10168,0.954982,1.10619
2.38261,1.06251,1.24022
2.37457,0.990808,0.941698
2.29056,0.943701,0.846156
2.29105,0.966605,0.933129
2.14358,0.877394,0.746542
2.05143,0.864864,0.785909
1.94948,0.827541,0.749779
1.88728,0.818974,0.779702
1.90322,0.845955,0.869132
1.98562,0.889947,0.957863
2.06932,0.917159,0.975442
1.92138,0.801182,0.687567
1.76721,0.749408,0.645895
1.64075,0.715506,0.64586
1.62288,0.744062,0.77145
1.62014,0.745493,0.781969
1.5672,0.710735,0.70618
1.5014,0.684581,0.676062
1.4202,0.650016,0.633533
1.53351,0.749963,0.906848
1.65602,0.791709,0.934037
1.95852,0.934037,1.19466
2.16789,0.979017,1.12952
2.60137,1.16299,1.4322
2.975,1.25893,1.42072
3.06179,1.21943,1.15429
3.08178,1.21066,1.09837
2.93153,1.12368,0.914841
2.79962,1.08897,0.905694
2.77141,1.10717,0.997807
2.62584,1.03222,0.857415
2.38695,0.929821,0.713752
2.17751,0.87175,0.69368
2.20696,0.947804,0.948051
2.15808,0.910757,0.85332
2.14006,0.913586,0.882519
2.33552,1.02828,1.14302
2.84144,1.25058,1.53893
3.27037,1.35454,1.51143
3.64751,1.44959,1.50864
3.77624,1.42801,1.29753
3.90011,1.46315,1.31898
4.26504,1.6162,1.58153
4.68394,1.73099,1.66721
4.88787,1.72777,1.50014
4.65888,1.56792,1.13311
4.87615,1.73799,1.53928
4.7386,1.61004,1.2132
4.87453,1.71694,1.47026
4.83204,1.65826,1.30747
4.65404,1.58264,1.18434
4.57774,1.59069,1.25696
4.61725,1.62897,1.35374
4.56158,1.59016,1.2643
4.41283,1.53017,1.17108
3.95447,1.33014,0.856358
3.65614,1.29232,0.925561
3.72309,1.40287,1.24607
3.80354,1.42718,1.26778
3.71518,1.36184,1.10734
4.01563,1.53703,1.49558
4.08949,1.49871,1.29493
4.05944,1.46826,1.21107
4.01727,1.45478,1.19677
3.82234,1.36439,1.03829
3.52881,1.25829,0.906712
3.24605,1.18065,0.860642
2.97261,1.10272,0.812862
2.70171,1.02091,0.756617
2.4542,0.950003,0.722093
2.34432,0.954652,0.833246
2.24457,0.924925,0.820568
2.19638,0.923697,0.863379
2.19644,0.93643,0.913237
2.349,1.02236,1.10061
2.59853,1.12146,1.24189
2.84179,1.19246,1.27317
3.15234,1.29822,1.38431
3.40466,1.35585,1.36233
3.6312,1.41333,1.3707
3.86555,1.47897,1.41012
4.20196,1.59163,1.54476
4.43704,1.62607,1.47875
4.45668,1.58048,1.30305
4.46282,1.58133,1.30202
4.28903,1.49188,1.12984
4.04672,1.41228,1.04022
3.93074,1.41395,1.12383
3.79549,1.37255,1.08433
3.93423,1.47722,1.34097
3.91824,1.43382,1.19931
3.94002,1.45003,1.23902
4.19929,1.57519,1.4816
4.74186,1.77694,1.78941
5.73094,2.11144,2.25946
6.54755,2.22405,2.10166
6.9694,2.22037,1.84489
7.4135,2.32776,1.95737
8.26972,2.59241,2.33713
8.48837,2.41459,1.78542
8.12851,2.21989,1.49542
7.43057,2.01242,1.23971
6.85015,1.94904,1.24981
6.65952,2.02478,1.47497
6.13909,1.82304,1.15771
5.7489,1.7816,1.20806
5.27376,1.65196,1.0723
5.02203,1.65417,1.19431
4.71078,1.56284,1.09727
4.60319,1.58954,1.238
4.34694,1.48601,1.0772
4.06448,1.40663,1.01247
3.73992,1.30846,0.921366
3.46896,1.24747,0.913695
3.38996,1.27462,1.06299
3.36596,1.28151,1.10759
3.38804,1.29894,1.15223
3.30783,1.25093,1.04695
3.33459,1.28506,1.14789
3.31909,1.27016,1.1066
3.32523,1.27729,1.12744
3.48461,1.35877,1.2918
3.46093,1.30746,1.12077
3.31559,1.23672,0.991484
3.31348,1.27204,1.1184
3.18238,1.20216,0.979584
3.31536,1.30505,1.2419
3.12482,1.17001,0.914835
2.96583,1.13157,0.913687
2.71937,1.03304,0.783173
2.73472,1.1069,1.03253
2.87682,1.18,1.18003
2.80953,1.1087,0.967737
2.61692,1.01644,0.810935
2.64723,1.08422,1.03123
2.66144,1.0846,1.01818
2.77862,1.14491,1.13938
2.83139,1.14505,1.08595
2.70358,1.06092,0.890233
2.66198,1.0707,0.964198
2.36448,0.902155,0.649635
2.11485,0.838979,0.637429
1.89211,0.770969,0.605477
1.7387,0.742553,0.644779
1.75981,0.801118,0.848102
1.80135,0.818774,0.873734
1.82965,0.824436,0.86465
1.9523,0.889332,0.995335
1.98568,0.876997,0.903651
1.97324,0.860589,0.851389
1.86161,0.793619,0.714534
1.83423,0.811689,0.807323
1.78749,0.789139,0.770944
1.88467,0.861194,0.955383
1.9408,0.868388,0.919087
2.10653,0.949301,1.0709
2.30892,1.02166,1.14557
2.81959,1.24506,1.54107
3.30764,1.37787,1.5742
3.33935,1.28371,1.14239
3.44683,1.33588,1.23852
3.24316,1.20079,0.925825
2.91325,1.06848,0.751217
2.66322,1.01537,0.767134
2.49488,0.985744,0.807775
2.48972,1.02722,0.966759
2.79475,1.19307,1.32806
2.74096,1.09146,0.966896
2.74452,1.10705,1.02325
2.95397,1.21845,1.25781
3.3744,1.38633,1.52095
3.53174,1.36753,1.28804
3.50618,1.31964,1.12666
3.35549,1.24669,0.994043
3.14812,1.1724,0.906482
2.96971,1.1276,0.896921
2.70861,1.02552,0.767351
2.51996,0.987929,0.793648
2.31739,0.91888,0.733555
2.29255,0.960825,0.908487
2.21961,0.924061,0.842054
2.11858,0.883534,0.790371
2.11073,0.907105,0.887828
2.03066,0.860347,0.791433
2.0644,0.903089,0.922436
2.11268,0.922054,0.946445
2.11868,0.912888,0.902672
2.0137,0.84715,0.760162
1.96939,0.8513,0.81829
1.96929,0.863076,0.865207
1.85428,0.789779,0.70833
1.79752,0.790923,0.76567
1.67989,0.728765,0.659468
1.59221,0.71116,0.678575
1.46496,0.647343,0.583859
1.4371,0.678184,0.71741
1.4235,0.674082,0.719871
1.46087,0.703122,0.793613
1.53074,0.735651,0.846483
1.69633,0.816325,0.993312
1.83516,0.855119,0.989205
1.94848,0.885625,0.983477
2.11772,0.953695,1.07652
2.38132,1.05822,1.22177
2.76192,1.19942,1.39976
2.81535,1.13956,1.08235
2.87262,1.15846,1.0976
2.93767,1.17954,1.11619
3.04816,1.22272,1.17771
3.06223,1.20348,1.08934
2.98016,1.15567,0.986423
2.9529,1.16145,1.03222
2.92405,1.15253,1.02548
3.13054,1.26924,1.28226
3.24711,1.28079,1.21379
3.01744,1.12815,0.859773
3.01032,1.18322,1.06086
2.92464,1.13835,0.97278
2.86048,1.12475,0.980705
2.75014,1.07966,0.916088
2.55662,0.997389,0.796837
2.45251,0.989903,0.861382
2.43159,1.00511,0.939479
2.3088,0.938685,0.810866
2.26891,0.949122,0.887432
2.28096,0.966331,0.94273
2.15824,0.88971,0.77603
2.00211,0.828519,0.703959
1.84402,0.774745,0.662137
1.75129,0.765088,0.715148
1.62382,0.706195,0.63351
1.55167,0.702811,0.688616
1.46437,0.663624,0.638132
1.38045,0.63589,0.621606
1.31377,0.618438,0.626148
1.30015,0.6325,0.693745
1.22708,0.575454,0.570566
1.16439,0.565939,0.589735
1.11925,0.554303,0.596355
1.20759,0.631959,0.805783
1.25024,0.628261,0.738665
1.36782,0.693545,0.869599
1.37266,0.658795,0.720066
1.48469,0.732257,0.890098
1.5705,0.753004,0.872055
1.79591,0.863582,1.08031
1.97851,0.912431,1.06569
2.06782,0.918112,0.981273
2.14192,0.937966,0.97956
2.24385,0.977214,1.02854
2.48585,1.08548,1.2161
2.52097,1.0469,1.01281
2.5024,1.02762,0.95564
2.53561,1.05093,1.01338
2.59557,1.07587,1.05097
2.5084,1.01156,0.88931
2.32407,0.925813,0.752642
2.2135,0.912414,0.803495
2.03106,0.829288,0.682087
2.03741,0.887795,0.88977
2.12061,0.933519,0.985413
2.36942,1.0512,1.20425
2.58278,1.10815,1.20272
2.6308,1.08356,1.04562
2.69135,1.10506,1.06884
2.80459,1.15169,1.13991
2.72555,1.0804,0.940647
2.47952,0.957249,0.72882
2.21285,0.864499,0.643263
1.9742,0.794117,0.610872
1.73738,0.708676,0.541005
1.57893,0.686459,0.598718
1.64525,0.775502,0.877467
1.70241,0.789793,0.86878
1.99262,0.942112,1.18717
2.22642,1.00306,1.16545
2.27395,0.973229,0.978321
2.3071,0.979908,0.969382
2.23432,0.928731,0.845241
2.21417,0.936808,0.896032
2.39334,1.04239,1.13595
2.36638,0.983158,0.9203
2.44047,1.03173,1.0367
2.29193,0.925752,0.780873
2.39848,1.02659,1.06263
2.52795,1.07203,1.10839
2.7715,1.17212,1.26293
2.77633,1.1167,1.02974
2.75666,1.10489,1.00325
2.95024,1.21369,1.24181
2.95571,1.17007,1.06228
2.72782,1.0409,0.802108
2.65638,1.0614,0.934334
2.60414,1.05029,0.94265
2.46768,0.985409,0.832447
2.41576,0.992167,0.905414
2.33625,0.959569,0.860754
2.26452,0.938966,0.853449
2.32014,0.989734,0.995441
2.54367,1.09891,1.20652
2.76702,1.16586,1.24197
2.95911,1.21533,1.241
2.85698,1.11398,0.943816
2.8776,1.15101,1.06362
2.98527,1.20376,1.16483
2.92031,1.14228,0.990722
2.75241,1.065,0.862789
2.76717,1.11658,1.03803
2.77765,1.11872,1.03598
2.89885,1.18157,1.16347
3.01975,1.21678,1.18271
3.05094,1.20435,1.10329
3.13533,1.24182,1.16756
3.15684,1.23272,1.11249
3.26688,1.28567,1.21266
3.3666,1.31114,1.21804
3.51563,1.36456,1.28596
3.60227,1.37333,1.24157
3.55583,1.32858,1.1176
3.90181,1.51686,1.52149
4.23133,1.59553,1.53715
4.0132,1.40619,1.03596
3.86633,1.38888,1.08753
3.99922,1.49319,1.34542
3.66867,1.28669,0.89599
3.49007,1.27749,0.994725
3.31427,1.22858,0.965414
3.26155,1.24474,1.06402
3.285,1.27014,1.13656
3.62855,1.44131,1.48259
3.90133,1.4957,1.4456
4.06939,1.51673,1.37646
4.3175,1.60168,1.48316
4.46635,1.61428,1.41243
4.49733,1.5947,1.32223
4.39938,1.53904,1.20708
4.33577,1.53246,1.22916
4.09387,1.42436,1.04615
3.81532,1.34115,0.971631
3.72018,1.36232,1.10603
3.95932,1.50763,1.43305
4.16361,1.55029,1.42174
3.96218,1.39847,1.04818
3.86284,1.39992,1.12633
4.03438,1.51163,1.38382
4.26356,1.58308,1.45914
4.35842,1.57417,1.35313
4.28176,1.51395,1.20468
4.22849,1.5074,1.22096
4.21127,1.51177,1.24758
4.22455,1.52252,1.2742
4.36638,1.59024,1.40227
4.74428,1.74068,1.64902
4.78871,1.66508,1.35658
4.53951,1.5353,1.10862
4.20107,1.42753,0.992734
3.96635,1.39314,1.03349
3.74514,1.33704,1.00546
3.67142,1.35433,1.11607
3.47686,1.26966,0.978698
3.27626,1.21124,0.9369
3.2055,1.22415,1.03787
3.19471,1.23594,1.09016
3.29235,1.29004,1.20544
3.14875,1.18912,0.961359
3.23366,1.27032,1.18439
3.20798,1.23584,1.07801
3.23844,1.25853,1.13506
3.42741,1.34962,1.31033
3.46045,1.32094,1.17079
3.52034,1.34493,1.20691
3.2219,1.16946,0.841193
2.90694,1.07119,0.762387
2.54986,0.946195,0.641386
2.31315,0.909319,0.700607
2.29551,0.963726,0.916821
2.27418,0.95544,0.906875
2.21165,0.924378,0.851084
2.21041,0.94057,0.914857
2.18811,0.927722,0.8878
2.16602,0.920738,0.883466
2.18789,0.939346,0.934137
2.36047,1.03068,1.12333
2.57203,1.10467,1.19903
2.82332,1.18902,1.27846
2.92053,1.18165,1.14303
3.00011,1.20127,1.14037
3.02062,1.193,1.08839
3.18326,1.27416,1.24868
3.09175,1.18574,0.997042
2.91795,1.11338,0.890991
3.02787,1.21668,1.17386
2.97321,1.16048,1.00994
2.8496,1.10617,0.923363
2.89165,1.16041,1.08643
2.98413,1.19978,1.15014
3.09839,1.23812,1.18927
3.19742,1.26292,1.19071
3.34524,1.31656,1.25924
3.43453,1.3275,1.21848
3.67024,1.4276,1.38769
4.08906,1.58104,1.6061
4.40562,1.63561,1.54218
4.28116,1.49898,1.15427
4.05571,1.41893,1.05468
3.89186,1.39141,1.07782
3.83394,1.40242,1.15615
3.84222,1.4207,1.21294
3.5671,1.27368,0.926548
3.45791,1.28618,1.04867
3.2649,1.20996,0.941225
3.04484,1.13871,0.874927
2.80205,1.05964,0.804317
2.62118,1.02146,0.822886
2.49577,0.997581,0.849528
2.47767,1.02016,0.951429
2.47027,1.02053,0.960436
2.60017,1.09416,1.12137
2.55343,1.03617,0.938048
2.48223,1.00767,0.899617
2.43852,1.00131,0.918006
2.52936,1.06316,1.06979
2.47083,1.00746,0.909802
2.35643,0.956369,0.830038
2.52714,1.08141,1.15018
2.81839,1.19677,1.31768
2.99186,1.22014,1.22746
3.07717,1.22481,1.15796
3.12184,1.22825,1.12803
3.28406,1.30281,1.26374
3.16552,1.20024,0.985905
3.27111,1.28596,1.20957
3.54797,1.40327,1.40853
3.85965,1.49465,1.47835
3.84055,1.41055,1.1787
3.63229,1.3092,0.994306
3.36522,1.21912,0.89746
3.21761,1.2081,0.971645
3.22567,1.24946,1.11265
3.55484,1.41764,1.45932
3.67789,1.40073,1.28029
3.75954,1.41526,1.26133
3.74022,1.38572,1.17076
3.51163,1.27048,0.955694
3.33248,1.2329,0.965828
3.15567,1.18263,0.934653
3.05194,1.17125,0.980155
2.91145,1.12025,0.91999
2.78712,1.08719,0.91028
2.64088,1.03674,0.859903
2.48443,0.985325,0.816753
2.4219,0.991333,0.896151
2.31707,0.946509,0.831043
2.29914,0.96441,0.915997
2.30486,0.97221,0.94092
2.26314,0.946469,0.883525
2.30286,0.980292,0.975575
2.38052,1.01401,1.02911
2.42687,1.02065,1.00602
2.44589,1.01968,0.982099
2.58758,1.09314,1.13101
2.74915,1.14645,1.17794
2.85167,1.16294,1.13722
2.77909,1.09822,0.957102
2.64065,1.03874,0.867281
2.53809,1.01679,0.880522
2.55468,1.05264,1.00056
2.8701,1.2178,1.3496
2.91839,1.16902,1.09529
2.79353,1.08899,0.911018
2.54348,0.976686,0.740102
2.36648,0.942802,0.770992
2.14205,0.853794,0.667467
2.02773,0.851645,0.758866
2.01319,0.873878,0.860339
2.27887,1.02682,1.20764
2.53792,1.10494,1.24229
2.85941,1.21526,1.35372
3.03559,1.23322,1.2364
3.12845,1.2414,1.17333
3.29229,1.30536,1.26615
3.28616,1.26264,1.10788
3.21859,1.22866,1.04281
3.18616,1.22814,1.06903
3.35385,1.32407,1.27989
3.50836,1.36337,1.28881
3.32949,1.23173,0.962215
3.22554,1.22156,1.01196
3.0916,1.1751,0.960529
3.1397,1.23444,1.13478
3.21478,1.26238,1.17178
3.10792,1.1867,0.987031
2.97781,1.14266,0.942315
3.26148,1.32455,1.37537
3.10144,1.17087,0.934957
3.02017,1.16765,0.994669
3.07949,1.21972,1.13509
3.0101,1.16765,1.00337
3.03803,1.20003,1.09871
3.04777,1.19837,1.08329
2.96414,1.15056,0.982031
2.99404,1.18764,1.09292
2.81015,1.07828,0.859819
2.69202,1.06002,0.896968
2.90058,1.20242,1.24849
3.01785,1.21503,1.17833
2.9982,1.17651,1.04683
3.23449,1.30601,1.32631
3.31394,1.29069,1.18925
3.333,1.28239,1.13957
2.93312,1.05379,0.695127
2.61835,0.982821,0.697034
2.32964,0.897246,0.652044
2.12305,0.855719,0.684735
2.04896,0.869839,0.806204
1.97,0.841094,0.779522
1.99245,0.876893,0.89547
2.03087,0.893159,0.919195
1.89919,0.799303,0.700482
1.89896,0.840801,0.852586
1.93733,0.862798,0.899826
2.02786,0.905604,0.97487
2.06326,0.902738,0.922283
2.09756,0.913574,0.928467
2.21813,0.973684,1.0434
2.37824,1.03324,1.11348
2.40005,1.00618,0.976212
2.37364,0.98546,0.922029
2.502,1.06382,1.10275
2.61153,1.09271,1.10305
2.56688,1.04083,0.942725
2.58024,1.05965,1.00215
2.47999,0.999164,0.870545
2.46351,1.01617,0.950202
2.43072,1.00168,0.927232
2.54284,1.07243,1.09355
2.81142,1.18973,1.29404
2.9347,1.19188,1.17026
3.17417,1.28906,1.31981
3.38116,1.33955,1.31774
3.84331,1.52552,1.61829
4.16257,1.57275,1.51403
4.30916,1.57289,1.38725
4.45641,1.61309,1.41487
4.43411,1.56551,1.26904
4.29992,1.50502,1.16454
4.42785,1.60357,1.4022
4.56067,1.63576,1.41637
4.52455,1.58486,1.2711
4.41644,1.54133,1.20375
4.10177,1.4076,0.991334
3.60481,1.22324,0.76184
3.13493,1.09475,0.680825
3.02021,1.15887,0.961893
3.06823,1.2137,1.1226
3.17246,1.25721,1.19204
3.07249,1.17811,0.98653
3.28092,1.31288,1.30697
3.47743,1.36428,1.3223
3.55175,1.35612,1.22188
3.50589,1.31495,1.11017
3.38967,1.26515,1.03024
3.3933,1.29604,1.13696
3.31131,1.2515,1.04615
3.39952,1.31821,1.21414
3.5499,1.37444,1.29243
3.74726,1.43916,1.36238
4.05581,1.54729,1.5027
4.40988,1.64801,1.58207
4.70725,1.70816,1.56409
5.07403,1.81548,1.66898
5.55613,1.95445,1.81196
5.83435,1.96116,1.65835
6.02588,1.98712,1.63203
6.01586,1.93293,1.48
5.61142,1.74325,1.15427
5.45725,1.78063,1.33101
5.35505,1.76903,1.34661
5.02083,1.62989,1.12294
4.47714,1.44244,0.891853
4.0411,1.35942,0.890491
3.56718,1.21929,0.770886
3.20556,1.14729,0.784553
3.06917,1.16782,0.952833
3.03614,1.18445,1.04186
3.0493,1.1997,1.0869
3.21676,1.28491,1.25845
3.45293,1.36699,1.35643
3.65505,1.41431,1.35189
3.58166,1.32834,1.09556
3.2942,1.19329,0.866162
3.10177,1.16282,0.91002
2.91752,1.11049,0.881279
2.87819,1.13627,1.00706
2.66747,1.02703,0.80495
2.76374,1.13523,1.11619
2.47145,0.940274,0.682553
2.30012,0.923746,0.762305
2.09113,0.841754,0.67058
1.89769,0.782328,0.638549
1.79958,0.780502,0.72261
1.7724,0.790887,0.7927
1.84768,0.843364,0.922889
1.78667,0.78341,0.751655
1.82532,0.826565,0.878177
1.83294,0.819751,0.842011
1.81515,0.806754,0.809805
1.82234,0.816521,0.840505
1.85187,0.83232,0.871598
1.78605,0.782052,0.746826
1.75226,0.781802,0.779285
1.72331,0.772934,0.776483
1.88392,0.876709,1.0256
2.14515,0.983965,1.18039
2.24561,0.977455,1.02809
2.32677,0.998116,1.02262
2.24818,0.931567,0.842301
2.27572,0.968713,0.957941
2.58213,1.12942,1.29755
2.68193,1.11124,1.10549
2.69888,1.0966,1.02774
2.60173,1.03779,0.898767
2.60455,1.06444,0.996411
2.61421,1.0691,1.00492
2.65845,1.09112,1.04695
2.70631,1.10647,1.05915
2.83578,1.16483,1.16094
2.83391,1.13239,1.03416
2.76092,1.09262,0.953388
2.61772,1.03038,0.857972
2.45471,0.974101,0.803821
2.45064,1.01541,0.960293
2.41774,0.997593,0.924487
2.43533,1.01606,0.978697
2.57259,1.08753,1.12397
2.91172,1.2352,1.37917
3.25398,1.33341,1.42767
3.35042,1.30403,1.20819
3.25215,1.23038,1.02038
2.9968,1.11483,0.834253
2.87621,1.11495,0.930905
2.84974,1.13105,1.01403
2.80159,1.1112,0.984641
2.61067,1.01495,0.81117
2.42378,0.957689,0.773718
2.35142,0.966739,0.871995
2.24515,0.923085,0.813676
2.04077,0.824904,0.660439
1.968,0.843938,0.790045
1.86071,0.795584,0.721052
1.75603,0.761495,0.699181
1.7462,0.787351,0.807358
1.94158,0.90367,1.07427
1.97686,0.874694,0.904103
1.85534,0.787536,0.700286
1.71978,0.73867,0.653575
1.60721,0.708088,0.652576
1.56095,0.713881,0.721307
1.49579,0.682269,0.673953
1.59891,0.76888,0.906496
1.62083,0.75179,0.807427
1.58622,0.72314,0.732932
1.58448,0.734074,0.776094
1.63882,0.768258,0.853741
1.67555,0.775132,0.839291
1.74524,0.807744,0.893549
1.78495,0.812587,0.867181
1.84075,0.835609,0.898124
2.08247,0.959597,1.14893
2.25065,0.995361,1.09985
2.40768,1.0416,1.11556
2.71158,1.16781,1.31451
2.65505,1.06486,0.948195
2.60028,1.04845,0.939439
2.40096,0.946049,0.755713
2.37012,0.983571,0.917807
2.26359,0.928794,0.81728
2.33744,0.999681,1.01768
2.7032,1.17918,1.37632
2.70158,1.09246,1.00958
2.78477,1.13861,1.10735
2.97265,1.21883,1.23967
2.81688,1.08804,0.886353
2.84306,1.14207,1.06264
2.77239,1.09668,0.957763
2.66993,1.05732,0.907487
2.85362,1.18279,1.21672
